country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Monaco,MCO,22-01-2021,,,,,222,,,,5657,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,23-01-2021,,,,,246,,,,6268,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,24-01-2021,,,,,270,,,,6880,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,25-01-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,26-01-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,27-01-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,28-01-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,29-01-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,30-01-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,31-01-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,01-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,02-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,03-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,04-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,05-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,06-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,07-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,08-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,09-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,10-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,11-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,12-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,13-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,14-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,15-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,16-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,17-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,18-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,19-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,20-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,21-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,22-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,23-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,24-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,25-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,26-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,27-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,28-02-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,01-03-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,02-03-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,03-03-2021,,,,,294,,,,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,04-03-2021,15612,8449,7163,,294,39.78,21.53,18.25,7492,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,05-03-2021,,,,,275,,,,7007,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,06-03-2021,,,,,257,,,,6549,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,07-03-2021,,,,,238,,,,6065,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,08-03-2021,,,,,220,,,,5606,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,09-03-2021,,,,,201,,,,5122,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,10-03-2021,,,,,183,,,,4663,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,11-03-2021,,,,,165,,,,4204,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,12-03-2021,,,,,165,,,,4204,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,13-03-2021,,,,,165,,,,4204,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,14-03-2021,,,,,165,,,,4204,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,15-03-2021,,,,,165,,,,4204,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,16-03-2021,,,,,165,,,,4204,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,17-03-2021,,,,,165,,,,4204,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,18-03-2021,,,,,165,,,,4204,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Monaco,MCO,19-03-2021,18081,9750,8331,,165,46.07,24.84,21.23,4204,Pfizer/BioNTech,National Council,https://www.facebook.com/GvtMonaco/photos/a.1443278289296473/2691393947818228/
Mongolia,MNG,22-02-2021,0,,,,,0,,,,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,23-02-2021,,,,,1037,,,,316,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,24-02-2021,,,,,1037,,,,316,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,25-02-2021,3112,,,,1037,0.09,,,316,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,26-02-2021,4926,,,1814,1232,0.15,,,376,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,27-02-2021,6808,,,1882,1362,0.21,,,415,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,28-02-2021,,,,,1286,,,,392,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,01-03-2021,,,,,1232,,,,376,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,02-03-2021,9531,,,,1213,0.29,,,370,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,03-03-2021,,,,,1327,,,,405,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,04-03-2021,13200,,,,1441,0.4,,,440,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,05-03-2021,,,,,1404,,,,428,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,06-03-2021,,,,,1357,,,,414,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,07-03-2021,,,,,1450,,,,442,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,08-03-2021,,,,,1542,,,,470,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,09-03-2021,20976,,,,1635,0.64,,,499,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,10-03-2021,30446,,,9470,2726,0.93,,,832,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,11-03-2021,48265,,,17819,5009,1.47,,,1528,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,12-03-2021,67489,,,19224,7533,2.06,,,2298,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,13-03-2021,84017,,,16528,9672,2.56,,,2950,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,14-03-2021,100000,,,15983,11733,3.05,,,3579,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,15-03-2021,118294,,,18294,14125,3.61,,,4309,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,16-03-2021,126449,,,8155,15068,3.86,,,4596,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,17-03-2021,139636,,,13187,15599,4.26,,,4758,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,18-03-2021,171535,,,31899,17610,5.23,,,5372,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,19-03-2021,189969,,,18434,17497,5.79,,,5337,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,20-03-2021,204121,,,14152,17158,6.23,,,5234,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,21-03-2021,209278,,,5157,15611,6.38,,,4762,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,22-03-2021,,,,,14010,,,,4274,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,23-03-2021,223444,,,,13856,6.82,,,4227,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,24-03-2021,256979,,,33535,16763,7.84,,,5113,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,25-03-2021,,,,,13115,,,,4001,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,26-03-2021,,,,,11391,,,,3475,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,27-03-2021,276068,,,,10278,8.42,,,3135,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,28-03-2021,,,,,9756,,,,2976,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,29-03-2021,279069,,,,8958,8.51,,,2733,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,30-03-2021,290108,,,11039,9523,8.85,,,2905,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,31-03-2021,300366,,,10258,6198,9.16,,,1891,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,01-04-2021,311262,,,10896,6846,9.49,,,2088,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,02-04-2021,323690,,,12428,7712,9.87,,,2352,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Mongolia,MNG,03-04-2021,336758,,,13068,8670,10.27,,,2645,Oxford/AstraZeneca,Ministry of Health via ikon.mn,https://ikon.mn/
Montenegro,MNE,20-02-2021,0,0,,,,0,0,,,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,21-02-2021,,,,,223,,,,355,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,22-02-2021,,,,,223,,,,355,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,23-02-2021,,,,,223,,,,355,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,24-02-2021,,,,,223,,,,355,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,25-02-2021,1113,1113,,,223,0.18,0.18,,355,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,26-02-2021,1288,1288,,175,215,0.21,0.21,,342,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,27-02-2021,,,,,196,,,,312,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,28-02-2021,,,,,175,,,,279,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,01-03-2021,1531,1531,,,155,0.24,0.24,,247,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,02-03-2021,,,,,152,,,,242,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,03-03-2021,1927,1927,,,148,0.31,0.31,,236,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,04-03-2021,,,,,139,,,,221,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,05-03-2021,2250,2250,,,137,0.36,0.36,,218,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,06-03-2021,2406,2406,,156,148,0.38,0.38,,236,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,07-03-2021,,,,,183,,,,291,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,08-03-2021,3062,3062,,,219,0.49,0.49,,349,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,09-03-2021,,,,,202,,,,322,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,10-03-2021,,,,,184,,,,293,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,11-03-2021,,,,,172,,,,274,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,12-03-2021,3374,3374,,,161,0.54,0.54,,256,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,13-03-2021,,,,,168,,,,267,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,14-03-2021,3793,3793,,,151,0.6,0.6,,240,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,15-03-2021,,,,,192,,,,306,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,16-03-2021,5021,5021,,,269,0.8,0.8,,428,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,17-03-2021,5730,5730,,709,359,0.91,0.91,,572,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,18-03-2021,6085,6085,,355,398,0.97,0.97,,634,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,19-03-2021,6849,6517,332,764,496,1.09,1.04,0.05,790,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,20-03-2021,7298,6837,461,449,531,1.16,1.09,0.07,845,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,21-03-2021,,,,,566,,,,901,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,22-03-2021,,,,,544,,,,866,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,23-03-2021,8669,8074,595,,521,1.38,1.29,0.09,830,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,24-03-2021,10809,9961,848,2140,726,1.72,1.59,0.14,1156,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,25-03-2021,12929,11857,1072,2120,978,2.06,1.89,0.17,1557,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,26-03-2021,14739,13410,1329,1810,1127,2.35,2.14,0.21,1794,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,27-03-2021,16451,14850,1601,1712,1308,2.62,2.36,0.25,2083,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,28-03-2021,18661,16570,2091,2210,1558,2.97,2.64,0.33,2481,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,29-03-2021,20140,17746,2394,1479,1704,3.21,2.83,0.38,2713,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,30-03-2021,20373,17906,2467,233,1672,3.24,2.85,0.39,2662,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,31-03-2021,22391,19118,3273,2018,1655,3.57,3.04,0.52,2635,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,01-04-2021,23046,19636,3410,655,1445,3.67,3.13,0.54,2301,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,02-04-2021,25003,21195,3808,1957,1466,3.98,3.37,0.61,2334,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montenegro,MNE,03-04-2021,26972,22947,4025,1969,1503,4.29,3.65,0.64,2393,"Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Montserrat,MSR,08-02-2021,0,0,,,,0,0,,,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,09-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,10-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,11-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,12-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,13-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,14-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,15-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,16-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,17-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,18-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,19-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,20-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,21-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,22-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,23-02-2021,652,652,,,43,13.04,13.04,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,24-02-2021,,,,,40,,,,8002,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,25-02-2021,,,,,36,,,,7201,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,26-02-2021,,,,,33,,,,6601,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,27-02-2021,,,,,29,,,,5801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,28-02-2021,,,,,26,,,,5201,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,01-03-2021,,,,,22,,,,4401,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,02-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,03-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,04-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,05-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,06-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,07-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,08-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,09-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,10-03-2021,932,892,40,,19,18.64,17.84,0.8,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,11-03-2021,,,,,24,,,,4801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,12-03-2021,,,,,29,,,,5801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,13-03-2021,,,,,34,,,,6801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,14-03-2021,,,,,39,,,,7802,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
